ADANIENT,0.5404519535297531
ADANIPORTS,0.176341501423396
ADANIPOWER,0.308166265891017
ALBK,0.2907925743846485
AMBUJACEM,0.16274077850260665
ANDHRABANK,0.2913692984876331
APOLLOTYRE,0.4616468497032555
ASHOKLEY,0.5191897921178422
AUROPHARMA,0.49757030970446886
AXISBANK,0.18466039756490113
BALRAMCHIN,0.4479823417653614
BANKBARODA,0.27107247618309727
BANKINDIA,0.3267979354647029
BEL,0.4990379262097357
BHARATFIN,0.20414612791515274
BHARTIARTL,0.1475352514765692
BHEL,0.5102629548738636
BPCL,0.4962479995850947
CANBK,0.24612743048727914
CESC,0.48651268404487313
CGPOWER,0.4979905515071491
COALINDIA,0.12759283831681068
DCBBANK,0.21603004610439527
DHFL,0.21796403987886961
DISHTV,0.2932794985958001
DLF,0.27027196341217263
EQUITAS,0.18160788462531757
ESCORTS,0.5448544037168431
EXIDEIND,0.4592340272318481
FEDERALBNK,0.5146750494918861
FORTIS,0.2512858314496536
GAIL,0.353642962365802
GMRINFRA,0.18118499180812264
GRASIM,0.15876890669418875
GSFC,0.48741356685593945
HCC,0.4678108652845957
HDFCBANK,0.44595932792487275
HDIL,0.28247631655073735
HINDALCO,0.4612248642696728
HINDPETRO,0.4742913915875138
HINDZINC,0.5142572769730216
IBREALEST,0.19798512956221115
ICICIBANK,0.19690569784651693
IDBI,0.5147160796421175
IDEA,0.32507882909365904
IDFC,0.20627446027545251
IDFCBANK,0.24163060498839856
IFCI,0.43822103645807675
INDIACEM,0.5127030281840248
INFIBEAM,0.409327790952058
INFY,0.1733595681215263
IOC,0.23955936822553114
IRB,0.17284890480309506
ITC,0.23395165398949594
JINDALSTEL,0.2917479491603874
JISLJALEQS,0.25897699506836414
JPASSOCIAT,0.2717085827711119
JSWENERGY,0.16160960943954947
JSWSTEEL,0.40323924952142226
JUSTDIAL,0.3038074702355692
KOTAKBANK,0.4359082062133991
KTKBANK,0.25382754454262585
L_TFH,0.1496498149343692
LICHSGFIN,0.5029021587904997
M_MFIN,0.2588326972588235
MANAPPURAM,0.20836914617009497
MOTHERSUMI,0.37017149681891737
MRPL,0.4644677136435096
NATIONALUM,0.28808974664008064
NCC,0.39328081512479646
NHPC,0.12136911468151676
NMDC,0.16527277763218456
NTPC,0.13986582092748584
ONGC,0.45348765721299555
ORIENTBANK,0.4837213223462599
PCJEWELLER,0.3822096538539187
PETRONET,0.4602399143264313
PFC,0.26637655437876423
PNB,0.25817544876069426
POWERGRID,0.07515035049795935
PTC,0.23463126905545137
RCOM,0.3093731376238162
RDEL,0.19030965134043523
RECLTD,0.21369554973647426
RELCAPITAL,0.23879364131930617
RELIANCE,0.20791848441395414
RELINFRA,0.4867013224994667
RPOWER,0.13621497778562247
SAIL,0.5096675573060006
SBIN,0.5022164694800861
SOUTHBANK,0.2183832399145442
SREINFRA,0.4923738694823638
SRTRANSFIN,0.20493767811550964
SUNPHARMA,0.5367949808946872
SUNTV,0.3234540029272492
SUZLON,0.24330913174479601
SYNDIBANK,0.3050226653618595
TATAGLOBAL,0.5336344070776515
TATAMOTORS,0.5303000497258994
TATAMTRDVR,0.19625680074853966
TATAPOWER,0.4597681844078358
TATASTEEL,0.4822101342217755
TV18BRDCST,0.271609362163237
TVSMOTOR,0.13314906971218365
UJJIVAN,0.28054275077806334
UNIONBANK,0.3197073793072429
VEDL,0.5028198939794774
VOLTAS,0.5145977195396889
WIPRO,0.5205782009547444
YESBANK,0.19694436851063232
